"GOFAR Data Export"
"Vehicle","From","To"
"New Car","01-Jul-2020","30-Jun-2021"
,,,,,,,,,,,,,,,,,,,,
"Start Odometer (km)","End Odometer (km)","Total Distance Recorded (km)","Business Distance Recorded (km)","Business Use Percentage",,,,,,,,,,,,,,,
"39185","49541","10367.50","0.00","0.00",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Business trip method","Distance [km]","Rate","Total Claimable",,,,,,,,,,,,,,,,
"ATO","0.00","0.72","0.00",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Type,Trip Index,Start Time,End Time,Fuel (L),Cost,Price per Litre,Start Location,End Location,Average Speed (km/h),Distance (km),Economy (L/100km),CO2 (kg),Acceleration Score,Braking Score,Business,Tags,Odometer Start (km),Odometer End (km),% difference between calculated odometer and actual odometer
"Trip","561","29-Apr-2021 14:28","29-Apr-2021 14:42","0.614","0.61","1.000","","","27","6.48","9.48","1.41","81.73","82.84","","","44467","44474","-0.54%"
"Trip","562","29-Apr-2021 15:09","29-Apr-2021 15:36","1.380","1.38","1.000","","","31","13.94","9.90","3.18","79.21","74.54","","","44474","44487","-0.54%"
"Trip","563","29-Apr-2021 15:57","29-Apr-2021 16:10","0.821","0.82","1.000","","","43","9.26","8.86","1.89","77.58","75.80","","","44487","44497","-0.54%"
"Trip","564","29-Apr-2021 16:19","29-Apr-2021 16:33","0.882","0.88","1.000","","","43","9.98","8.84","2.03","80.91","77.15","","","44497","44507","-0.54%"
"Trip","565","29-Apr-2021 16:44","29-Apr-2021 17:14","1.543","1.54","1.000","","","33","16.95","9.10","3.56","76.07","75.79","","","44507","44523","-0.54%"
"Trip","566","29-Apr-2021 17:21","29-Apr-2021 18:12","2.602","2.60","1.000","","","35","30.19","8.62","6.01","78.47","74.50","","","44523","44554","-0.54%"
"Trip","567","29-Apr-2021 18:15","29-Apr-2021 18:23","0.367","0.37","1.000","","","30","3.93","9.33","0.84","90.54","80.18","","","44554","44557","-0.54%"
"Trip","568","29-Apr-2021 18:28","29-Apr-2021 18:47","1.101","1.10","1.000","","","43","13.29","8.28","2.54","88.93","80.36","","","44557","44571","-0.54%"
"Trip","569","29-Apr-2021 19:33","29-Apr-2021 19:36","0.180","0.18","1.000","","","29","1.59","11.32","0.41","85.59","75.19","","","44571","44572","-0.54%"
"Trip","570","30-Apr-2021 01:44","30-Apr-2021 01:57","0.947","0.95","1.000","","Baldivis","55","11.56","8.19","2.18","86.50","82.85","","","44572","44584","-0.54%"
"Trip","571","30-Apr-2021 02:07","30-Apr-2021 02:27","1.081","1.08","1.000","Baldivis","Port Kennedy","33","11.34","9.53","2.49","84.70","78.34","","","44584","44595","-0.54%"
"Trip","572","30-Apr-2021 13:13","30-Apr-2021 13:20","0.386","0.39","1.000","Port Kennedy","Port Kennedy","17","2.10","18.35","0.89","65.40","64.75","","","44595","44597","0.00%"
"Trip","573","30-Apr-2021 13:54","30-Apr-2021 14:01","0.442","0.44","1.000","Port Kennedy","Port Kennedy","24","2.83","15.63","1.02","77.00","67.97","","","44597","44600","0.00%"
"Trip","574","30-Apr-2021 14:07","30-Apr-2021 14:21","0.818","0.82","1.000","Port Kennedy","Port Kennedy","44","9.98","8.20","1.89","83.63","81.61","","","44600","44610","0.00%"
"Trip","575","30-Apr-2021 15:27","30-Apr-2021 15:43","0.713","0.71","1.000","Port Kennedy","Port Kennedy","27","7.22","9.87","1.64","75.27","74.75","","","44610","44617","0.00%"
"Trip","576","30-Apr-2021 15:49","30-Apr-2021 15:49","0.016","0.02","1.000","Port Kennedy","Port Kennedy","11","0.09","17.94","0.03","41.65","100.00","","","44617","44617","0.00%"
"Trip","577","30-Apr-2021 16:16","30-Apr-2021 16:16","0.025","0.02","1.000","Port Kennedy","Port Kennedy","7","0.10","24.21","0.05","100.00","54.08","","","44617","44617","0.00%"
"Trip","578","30-Apr-2021 16:58","30-Apr-2021 17:09","0.614","0.61","1.000","Port Kennedy","Port Kennedy","31","5.81","10.56","1.41","77.75","73.07","","","44617","44623","0.00%"
"Trip","579","30-Apr-2021 17:19","30-Apr-2021 17:25","0.414","0.41","1.000","Port Kennedy","Secret Harbour","48","4.61","8.98","0.95","80.46","79.66","","","44623","44628","0.00%"
"Trip","580","30-Apr-2021 17:32","30-Apr-2021 17:37","0.360","0.36","1.000","Secret Harbour","Port Kennedy","51","4.51","7.98","0.83","86.27","78.41","","","44628","44632","0.00%"
"Trip","581","30-Apr-2021 17:44","30-Apr-2021 18:18","1.759","1.76","1.000","Port Kennedy","Port Kennedy","38","21.76","8.08","4.06","79.65","76.57","","","44632","44654","0.00%"
"Trip","582","30-Apr-2021 18:22","30-Apr-2021 18:33","0.530","0.53","1.000","Port Kennedy","Port Kennedy","31","5.57","9.52","1.22","80.09","73.87","","","44654","44660","0.00%"
"Trip","583","30-Apr-2021 18:43","30-Apr-2021 18:57","0.585","0.59","1.000","Port Kennedy","Port Kennedy","27","6.40","9.15","1.35","75.20","75.74","","","44660","44666","0.00%"
"Trip","584","30-Apr-2021 21:32","30-Apr-2021 21:48","0.905","0.90","1.000","Port Kennedy","Rockingham","46","12.06","7.50","2.09","80.72","81.39","","","44666","44678","0.00%"
"Trip","585","30-Apr-2021 21:52","30-Apr-2021 22:08","0.922","0.92","1.000","Rockingham","Port Kennedy","38","10.12","9.11","2.13","79.03","76.25","","","44678","44688","0.00%"
"Trip","586","01-May-2021 11:20","01-May-2021 11:26","0.346","0.35","1.000","Port Kennedy","Warnbro","17","1.84","18.77","0.79","75.04","81.15","","","44688","44690","0.00%"
"Trip","587","01-May-2021 11:34","01-May-2021 11:39","0.241","0.24","1.000","Warnbro","Port Kennedy","23","1.88","12.85","0.55","78.55","73.69","","","44690","44692","0.00%"
"Trip","588","01-May-2021 11:47","01-May-2021 11:52","0.276","0.28","1.000","Port Kennedy","Port Kennedy","27","2.10","13.18","0.63","72.55","74.06","","","44692","44694","0.00%"
"Trip","589","01-May-2021 12:11","01-May-2021 12:17","0.266","0.27","1.000","Port Kennedy","Port Kennedy","13","1.36","19.51","0.61","69.77","61.18","","","44694","44695","0.00%"
"Trip","590","01-May-2021 13:29","01-May-2021 13:48","0.956","0.96","1.000","Port Kennedy","Baldivis","31","9.86","9.70","2.20","82.43","79.42","","","44695","44705","0.00%"
"Trip","591","01-May-2021 13:54","01-May-2021 14:39","1.537","1.54","1.000","Baldivis","Port Kennedy","14","10.36","14.83","3.54","82.42","73.47","","","44705","44716","0.00%"
"Trip","592","01-May-2021 16:46","01-May-2021 16:50","0.249","0.25","1.000","Port Kennedy","Port Kennedy","32","1.93","12.89","0.57","68.42","71.63","","","44716","44718","0.00%"
"Trip","593","01-May-2021 16:53","01-May-2021 16:56","0.060","0.06","1.000","Port Kennedy","Port Kennedy","5","0.21","28.65","0.13","100.00","50.03","","","44718","44718","0.00%"
"Trip","594","01-May-2021 17:03","01-May-2021 17:17","0.709","0.71","1.000","Port Kennedy","Port Kennedy","38","8.90","7.96","1.63","88.07","77.48","","","44718","44727","0.00%"
"Trip","595","01-May-2021 17:21","01-May-2021 17:32","0.484","0.48","1.000","Port Kennedy","Port Kennedy","31","5.70","8.49","1.11","76.41","80.40","","","44727","44732","0.00%"
"Trip","596","01-May-2021 17:47","01-May-2021 17:53","0.289","0.29","1.000","Port Kennedy","Port Kennedy","25","2.74","10.55","0.66","79.77","75.99","","","44732","44735","0.00%"
"Trip","597","01-May-2021 18:13","01-May-2021 18:26","0.600","0.60","1.000","Port Kennedy","Port Kennedy","30","6.64","9.04","1.38","81.21","76.99","","","44735","44742","0.00%"
"Trip","598","01-May-2021 18:32","01-May-2021 19:09","1.651","1.65","1.000","Port Kennedy","","32","19.50","8.47","3.81","77.46","73.73","","","44742","44761","0.00%"
"Trip","599","01-May-2021 19:13","01-May-2021 19:35","1.196","1.20","1.000","","","37","13.84","8.64","2.76","80.02","73.99","","","44761","44775","0.00%"
"Trip","600","01-May-2021 20:24","01-May-2021 21:03","2.014","2.01","1.000","","","40","25.69","7.84","4.65","83.40","76.93","","","44775","44801","0.00%"
"Trip","601","01-May-2021 22:05","01-May-2021 23:31","5.311","5.31","1.000","","","54","77.51","6.85","12.26","79.68","78.40","","","44801","44878","0.00%"
"Trip","602","02-May-2021 10:56","02-May-2021 11:23","1.101","1.10","1.000","","","26","11.37","9.68","2.54","81.09","76.28","","","44878","44890","0.00%"
"Trip","603","02-May-2021 11:43","02-May-2021 11:45","0.040","0.04","1.000","","","0","0","999.00","0.09","100.00","100.00","","","44890","44890","0.00%"
"Trip","604","02-May-2021 12:06","02-May-2021 12:16","0.457","0.46","1.000","","","31","5.38","8.51","1.05","81.29","79.84","","","44890","44895","0.00%"
"Trip","605","02-May-2021 16:42","02-May-2021 16:53","0.685","0.68","1.000","","","36","6.39","10.72","1.58","80.81","78.17","","","44895","44901","0.00%"
"Trip","606","02-May-2021 17:11","02-May-2021 17:20","0.545","0.55","1.000","","","49","7.22","7.55","1.25","90.80","81.56","","","44901","44909","0.00%"
"Trip","607","02-May-2021 17:31","02-May-2021 17:34","0.173","0.17","1.000","","","23","1.35","12.81","0.39","91.73","88.05","","","44909","44910","0.00%"
"Trip","608","02-May-2021 20:35","02-May-2021 20:46","0.520","0.52","1.000","","","18","3.32","15.69","1.20","89.68","77.27","","","44910","44913","0.00%"
"Trip","609","03-May-2021 20:29","03-May-2021 20:33","0.276","0.28","1.000","","","20","1.42","19.37","0.63","81.08","70.37","","","44913","44915","0.00%"
"Trip","610","03-May-2021 20:44","03-May-2021 20:48","0.188","0.19","1.000","","","20","1.41","13.34","0.43","90.67","73.02","","","44915","44916","0.00%"
"Trip","611","04-May-2021 11:15","04-May-2021 11:49","1.575","1.58","1.000","","","22","12.69","12.42","3.63","74.36","71.99","","","44916","44929","0.00%"
"Trip","612","04-May-2021 11:55","04-May-2021 12:01","0.338","0.34","1.000","","","23","2.68","12.60","0.78","83.71","71.38","","","44929","44931","0.00%"
"Trip","613","04-May-2021 12:14","04-May-2021 12:24","0.548","0.55","1.000","","","29","4.65","11.78","1.26","73.91","71.46","","","44931","44936","0.00%"
"Trip","614","04-May-2021 12:50","04-May-2021 13:08","1.110","1.11","1.000","","","44","13.08","8.49","2.56","82.53","80.44","","","44936","44949","0.00%"
"Trip","615","04-May-2021 14:29","04-May-2021 14:41","0.611","0.61","1.000","","","28","5.43","11.27","1.41","73.74","73.30","","","44949","44955","0.00%"
"Trip","616","04-May-2021 15:08","04-May-2021 15:32","1.241","1.24","1.000","","","35","14.33","8.66","2.86","79.09","79.91","","","44955","44969","0.00%"
"Trip","617","04-May-2021 15:45","04-May-2021 15:56","0.467","0.47","1.000","","","26","5.07","9.21","1.07","75.99","77.56","","","44969","44974","0.00%"
"Trip","618","04-May-2021 16:21","04-May-2021 16:23","0.034","0.03","1.000","","","5","0.11","29.75","0.07","100.00","100.00","","","44974","44974","0.00%"
"Trip","619","04-May-2021 16:43","04-May-2021 16:44","0.015","0.02","1.000","","","0","0","999.00","0.03","100.00","100.00","","","44974","44974","0.00%"
"Trip","620","04-May-2021 16:52","04-May-2021 17:04","0.507","0.51","1.000","","","24","5.05","10.05","1.17","75.02","75.71","","","44974","44979","0.00%"
"Trip","621","04-May-2021 17:08","04-May-2021 17:26","1.038","1.04","1.000","","","44","13.68","7.59","2.39","86.16","77.01","","","44979","44993","0.00%"
"Trip","622","04-May-2021 17:31","04-May-2021 17:41","0.398","0.40","1.000","","","22","4.01","9.92","0.91","81.56","78.82","","","44993","44997","0.00%"
"Trip","623","04-May-2021 18:12","04-May-2021 18:28","0.992","0.99","1.000","","","46","11.99","8.27","2.29","81.67","76.23","","","44997","45009","0.00%"
"Trip","624","04-May-2021 18:37","04-May-2021 18:49","0.619","0.62","1.000","","","30","6.31","9.81","1.43","83.29","72.15","","","45009","45015","0.00%"
"Trip","625","04-May-2021 18:56","04-May-2021 19:12","0.940","0.94","1.000","","","48","12.42","7.56","2.17","84.38","77.09","","","45015","45028","0.00%"
"Trip","626","04-May-2021 19:15","04-May-2021 19:24","0.371","0.37","1.000","","","26","3.62","10.24","0.85","87.48","73.76","","","45028","45031","0.00%"
"Trip","627","04-May-2021 19:30","04-May-2021 19:33","0.154","0.15","1.000","","","39","1.62","9.53","0.35","92.79","79.96","","","45031","45033","0.00%"
"Trip","628","04-May-2021 23:20","05-May-2021 00:22","2.960","2.96","1.000","","","28","29.08","10.18","6.83","85.97","79.35","","","45033","45062","0.00%"
"Trip","629","05-May-2021 12:02","05-May-2021 12:19","0.730","0.73","1.000","","","17","4.91","14.88","1.68","73.64","72.19","","","45062","45067","0.00%"
"Trip","630","05-May-2021 13:27","05-May-2021 13:56","1.286","1.29","1.000","","","29","14.33","8.97","2.97","79.22","78.12","","","45067","45081","0.00%"
"Trip","631","05-May-2021 14:03","05-May-2021 14:03","0.001","0.00","1.000","","","0","0","999.00","0.00","100.00","100.00","","","45081","45081","0.00%"
"Trip","632","05-May-2021 14:13","05-May-2021 14:15","0.033","0.03","1.000","","","0","0","999.00","0.07","100.00","100.00","","","45081","45081","0.00%"
"Trip","633","05-May-2021 14:25","05-May-2021 14:39","0.534","0.53","1.000","","","25","5.59","9.55","1.23","74.53","74.16","","","45081","45087","0.00%"
"Trip","634","05-May-2021 14:49","05-May-2021 15:13","1.028","1.03","1.000","","","29","11.59","8.87","2.37","77.91","75.82","","","45087","45098","0.00%"
"Trip","635","05-May-2021 15:19","05-May-2021 15:22","0.215","0.21","1.000","","","36","1.79","12.00","0.49","82.53","75.77","","","45098","45100","0.00%"
"Trip","636","05-May-2021 17:18","05-May-2021 17:22","0.238","0.24","1.000","","","27","1.73","13.80","0.55","66.36","74.32","","","45100","45102","0.00%"
"Trip","637","05-May-2021 17:28","05-May-2021 17:39","0.522","0.52","1.000","","","29","5.37","9.71","1.20","72.81","73.65","","","45102","45107","0.00%"
"Trip","638","05-May-2021 17:48","05-May-2021 18:39","2.270","2.27","1.000","","","32","27.70","8.19","5.24","76.12","74.28","","","45107","45135","0.00%"
"Trip","639","05-May-2021 18:44","05-May-2021 19:01","0.716","0.72","1.000","","","26","7.11","10.06","1.65","75.90","71.40","","","45135","45142","0.00%"
"Trip","640","05-May-2021 19:31","05-May-2021 19:52","1.169","1.17","1.000","","","50","16.71","6.99","2.69","81.11","82.06","","","45142","45159","0.00%"
"Trip","641","05-May-2021 20:09","05-May-2021 20:17","0.262","0.26","1.000","","","15","1.79","14.60","0.60","63.75","62.11","","","45159","45161","0.00%"
"Trip","642","05-May-2021 20:50","05-May-2021 20:52","0.160","0.16","1.000","","","36","1.59","10.10","0.37","100.00","76.43","","","45161","45162","0.00%"
"Trip","643","06-May-2021 13:24","06-May-2021 13:55","1.291","1.29","1.000","","","25","13.36","9.66","2.98","76.77","78.58","","","45162","45176","0.00%"
"Trip","644","06-May-2021 14:29","06-May-2021 14:37","0.396","0.40","1.000","","","38","5.35","7.40","0.91","87.90","83.20","","","45176","45181","0.00%"
"Trip","645","06-May-2021 14:43","06-May-2021 14:53","0.518","0.52","1.000","","","29","4.80","10.78","1.19","73.96","74.50","","","45181","45186","0.00%"
"Trip","646","06-May-2021 16:18","06-May-2021 16:36","0.633","0.63","1.000","","","18","5.17","12.23","1.46","72.90","69.93","","","45186","45191","0.00%"
"Trip","647","06-May-2021 16:41","06-May-2021 16:54","0.547","0.55","1.000","","","26","5.41","10.12","1.26","75.68","73.62","","","45191","45196","0.00%"
"Trip","648","06-May-2021 17:30","06-May-2021 17:44","0.813","0.81","1.000","","","45","10.56","7.69","1.87","85.73","79.36","","","45196","45207","0.00%"
"Trip","649","06-May-2021 17:48","06-May-2021 18:03","0.832","0.83","1.000","","","43","10.97","7.58","1.92","80.90","78.45","","","45207","45218","0.00%"
"Trip","650","06-May-2021 18:07","06-May-2021 18:18","0.435","0.44","1.000","","","26","4.53","9.60","1.00","80.55","76.55","","","45218","45222","0.00%"
"Trip","651","06-May-2021 18:23","06-May-2021 19:49","3.906","3.91","1.000","","","34","49.05","7.96","9.02","78.72","74.54","","","45222","45271","0.00%"
"Trip","652","06-May-2021 20:49","06-May-2021 20:52","0.151","0.15","1.000","","","28","1.21","12.50","0.34","74.26","65.11","","","45271","45273","0.00%"
"Trip","653","06-May-2021 20:55","06-May-2021 20:58","0.154","0.15","1.000","","","29","1.40","11.05","0.35","100.00","79.05","","","45273","45274","0.00%"
"Trip","654","07-May-2021 14:11","07-May-2021 14:17","0.366","0.37","1.000","","","19","1.86","19.70","0.84","71.92","73.28","","","45274","45276","0.00%"
"Trip","655","07-May-2021 14:30","07-May-2021 14:34","0.235","0.23","1.000","","","26","1.80","13.07","0.54","86.53","73.50","","","45276","45278","0.00%"
"Trip","656","07-May-2021 15:55","07-May-2021 16:02","0.362","0.36","1.000","","","19","2.33","15.54","0.83","65.86","62.74","","","45278","45280","0.00%"
"Trip","657","07-May-2021 16:29","07-May-2021 16:32","0.204","0.20","1.000","","","31","1.72","11.87","0.47","71.01","71.55","","","45280","45282","0.00%"
"Trip","658","07-May-2021 17:14","07-May-2021 17:26","0.528","0.53","1.000","","","26","5.13","10.28","1.21","72.33","75.38","","","45282","45287","0.00%"
"Trip","659","07-May-2021 17:30","07-May-2021 17:38","0.353","0.35","1.000","","","30","3.91","9.04","0.81","79.69","79.25","","","45287","45291","0.00%"
"Trip","660","07-May-2021 17:41","07-May-2021 18:01","1.069","1.07","1.000","","","43","13.81","7.74","2.46","79.57","77.26","","","45291","45305","0.00%"
"Trip","661","07-May-2021 18:08","07-May-2021 18:28","1.008","1.01","1.000","","","41","13.26","7.60","2.32","87.64","80.11","","","45305","45318","0.00%"
"Trip","662","07-May-2021 18:41","07-May-2021 18:53","0.746","0.75","1.000","","","43","8.97","8.31","1.72","78.22","76.47","","","45318","45327","0.00%"
"Trip","663","07-May-2021 19:02","07-May-2021 19:24","1.239","1.24","1.000","","","48","17.60","7.04","2.86","83.66","80.85","","","45327","45344","0.00%"
"Trip","664","07-May-2021 19:31","07-May-2021 19:50","0.686","0.69","1.000","","","19","6.07","11.29","1.58","77.81","72.09","","","45344","45350","0.00%"
"Trip","665","07-May-2021 20:23","07-May-2021 20:53","1.488","1.49","1.000","","","36","18.00","8.26","3.43","78.24","76.93","","","45350","45368","0.00%"
"Trip","666","07-May-2021 21:32","07-May-2021 21:56","1.288","1.29","1.000","","","44","17.81","7.23","2.97","81.55","78.19","","","45368","45386","0.00%"
"Trip","667","08-May-2021 12:09","08-May-2021 12:32","1.384","1.38","1.000","","","46","17.58","7.87","3.19","79.82","82.99","","","45386","45404","0.00%"
"Trip","668","08-May-2021 13:05","08-May-2021 13:08","0.100","0.10","1.000","","","3","0.16","61.46","0.23","100.00","50.29","","","45404","45404","0.00%"
"Trip","669","08-May-2021 13:23","08-May-2021 13:26","0.122","0.12","1.000","","","11","0.49","24.80","0.28","38.44","52.93","","","45404","45404","0.00%"
"Trip","670","08-May-2021 13:30","08-May-2021 13:32","0.060","0.06","1.000","","","10","0.28","21.03","0.13","40.89","39.53","","","45404","45405","0.00%"
"Trip","671","08-May-2021 13:42","08-May-2021 13:42","0.031","0.03","1.000","","","6","0.09","33.38","0.07","100.00","100.00","","","45405","45405","0.00%"
"Trip","672","08-May-2021 13:46","08-May-2021 13:49","0.076","0.08","1.000","","","8","0.38","20.08","0.17","100.00","29.82","","","45405","45405","0.00%"
"Trip","673","08-May-2021 13:55","08-May-2021 13:56","0.024","0.02","1.000","","","4","0.06","40.78","0.05","44.91","0.00","","","45405","45405","0.00%"
"Trip","674","08-May-2021 14:06","08-May-2021 14:06","0.006","0.01","1.000","","","0","0","999.00","0.01","100.00","100.00","","","45405","45405","0.00%"
"Trip","675","08-May-2021 14:16","08-May-2021 14:19","0.039","0.04","1.000","","","0","0","999.00","0.09","100.00","100.00","","","45405","45405","0.00%"
"Trip","676","08-May-2021 14:24","08-May-2021 14:52","1.863","1.86","1.000","","","51","23.91","7.79","4.30","76.25","76.09","","","45405","45429","0.00%"
"Trip","677","08-May-2021 14:58","08-May-2021 15:00","0.039","0.04","1.000","","","9","0.23","17.08","0.09","100.00","100.00","","","45429","45429","0.00%"
"Trip","678","08-May-2021 15:12","08-May-2021 15:16","0.198","0.20","1.000","","","27","1.84","10.75","0.45","80.62","77.54","","","45429","45431","0.00%"
"Trip","679","08-May-2021 16:43","08-May-2021 16:47","0.235","0.24","1.000","","","32","1.92","12.22","0.54","69.14","70.86","","","45431","45433","0.00%"
"Trip","680","08-May-2021 16:53","08-May-2021 16:55","0.052","0.05","1.000","","","6","0.23","22.90","0.12","70.64","60.06","","","45433","45433","0.00%"
"Trip","681","08-May-2021 17:00","08-May-2021 17:11","0.472","0.47","1.000","","","26","4.49","10.51","1.09","74.87","72.29","","","45433","45438","0.00%"
"Trip","682","08-May-2021 17:17","08-May-2021 18:46","4.153","4.15","1.000","","","34","49.93","8.32","9.59","77.42","74.69","","","45438","45488","0.00%"
"Trip","683","08-May-2021 19:01","08-May-2021 19:13","0.661","0.66","1.000","","","41","8.39","7.87","1.52","87.55","77.36","","","45488","45496","0.00%"
"Trip","684","08-May-2021 19:26","08-May-2021 20:01","1.773","1.77","1.000","","","38","21.94","8.08","4.09","79.35","76.80","","","45496","45518","0.00%"
"Trip","685","08-May-2021 20:16","08-May-2021 20:31","0.499","0.50","1.000","","Port Kennedy","19","4.73","10.56","1.15","75.54","73.03","","","45518","45523","0.00%"
"Trip","686","08-May-2021 20:34","08-May-2021 20:47","0.436","0.44","1.000","Port Kennedy","Port Kennedy","18","3.71","11.77","1.00","95.42","81.26","","","45523","45527","0.00%"
"Trip","687","08-May-2021 20:58","08-May-2021 21:01","0.134","0.13","1.000","Port Kennedy","Port Kennedy","29","1.40","9.60","0.30","84.56","75.45","","","45527","45528","0.00%"
"Trip","688","09-May-2021 17:43","09-May-2021 17:56","0.891","0.89","1.000","Port Kennedy","Baldivis","46","10.14","8.79","2.05","77.11","77.46","","","45528","45538","0.00%"
"Trip","689","09-May-2021 19:17","09-May-2021 19:36","1.218","1.22","1.000","Baldivis","Port Kennedy","45","14.17","8.59","2.81","85.24","78.00","","","45538","45552","0.00%"
"Trip","690","10-May-2021 12:22","10-May-2021 13:30","4.184","4.18","1.000","Port Kennedy","Cannington","52","59.22","7.06","9.66","80.27","81.67","","","45552","45612","0.00%"
"Trip","691","10-May-2021 14:01","10-May-2021 14:04","0.117","0.12","1.000","Cannington","Cannington","12","0.69","16.87","0.26","63.88","69.47","","","45612","45612","0.00%"
"Trip","692","10-May-2021 14:15","10-May-2021 14:17","0.029","0.03","1.000","Cannington","Cannington","3","0.06","48.37","0.06","40.15","100.00","","","45612","45612","0.00%"
"Trip","693","10-May-2021 14:29","10-May-2021 14:50","0.753","0.75","1.000","Cannington","Cannington","13","4.57","16.45","1.73","70.13","70.89","","","45612","45617","0.00%"
"Trip","694","10-May-2021 16:21","10-May-2021 17:25","3.835","3.83","1.000","Cannington","Port Kennedy","51","54.79","7.00","8.85","78.11","75.83","","","45617","45672","0.00%"
"Trip","695","11-May-2021 03:15","11-May-2021 04:15","2.862","2.86","1.000","Port Kennedy","Port Kennedy","29","28.35","10.10","6.61","81.66","77.88","","","45672","45700","0.00%"
"Trip","696","11-May-2021 16:31","11-May-2021 16:35","0.411","0.41","1.000","Port Kennedy","Port Kennedy","42","3.28","12.55","0.95","75.77","74.03","","","45700","45703","0.00%"
"Trip","697","11-May-2021 16:39","11-May-2021 16:43","0.262","0.26","1.000","Port Kennedy","Port Kennedy","34","2.02","12.96","0.60","71.92","76.35","","","45703","45705","0.00%"
"Trip","698","11-May-2021 17:05","11-May-2021 17:17","0.682","0.68","1.000","Port Kennedy","Port Kennedy","39","7.88","8.65","1.57","77.30","77.39","","","45705","45713","0.00%"
"Trip","699","11-May-2021 17:21","11-May-2021 17:40","1.181","1.18","1.000","Port Kennedy","Port Kennedy","48","14.47","8.16","2.72","78.23","75.17","","","45713","45728","0.00%"
"Trip","700","11-May-2021 18:13","11-May-2021 18:26","0.691","0.69","1.000","Port Kennedy","Port Kennedy","39","8.93","7.73","1.59","79.85","76.66","","","45728","45737","0.00%"
"Trip","701","11-May-2021 18:32","11-May-2021 18:46","0.774","0.77","1.000","","Port Kennedy","42","9.85","7.86","1.78","79.70","80.84","","","45737","45746","0.00%"
"Trip","702","11-May-2021 18:50","11-May-2021 19:50","2.469","2.47","1.000","Port Kennedy","Port Kennedy","28","28.06","8.80","5.70","77.43","72.95","","","45746","45774","0.00%"
"Trip","703","11-May-2021 19:58","11-May-2021 20:01","0.198","0.20","1.000","Port Kennedy","Port Kennedy","43","2.51","7.87","0.45","85.16","77.23","","","45774","45777","0.00%"
"Trip","704","11-May-2021 20:28","11-May-2021 20:34","0.189","0.19","1.000","Port Kennedy","Port Kennedy","14","1.43","13.20","0.43","90.79","78.21","","","45777","45778","0.00%"
"Trip","705","12-May-2021 14:05","12-May-2021 14:39","1.139","1.14","1.000","Port Kennedy","Rockingham","16","9.23","12.34","2.63","73.52","74.49","","","45778","45788","0.00%"
"Trip","706","12-May-2021 14:49","12-May-2021 14:49","0.007","0.01","1.000","Rockingham","Rockingham","0","0","999.00","0.01","100.00","100.00","","","45788","45788","0.00%"
"Trip","707","12-May-2021 15:05","12-May-2021 15:27","0.754","0.75","1.000","Rockingham","Port Kennedy","24","8.63","8.74","1.74","88.49","78.62","","","45788","45796","0.00%"
"Trip","708","12-May-2021 17:17","12-May-2021 18:27","3.148","3.15","1.000","Port Kennedy","Secret Harbour","31","35.63","8.84","7.27","74.80","74.81","","","45796","45832","0.00%"
"Trip","709","12-May-2021 18:32","12-May-2021 19:00","1.526","1.53","1.000","Port Kennedy","Port Kennedy","40","18.53","8.24","3.52","77.35","74.31","","","45832","45850","0.00%"
"Trip","710","12-May-2021 19:12","12-May-2021 19:27","0.885","0.88","1.000","Port Kennedy","Port Kennedy","50","11.95","7.40","2.04","85.42","80.22","","","45850","45862","0.00%"
"Trip","711","12-May-2021 19:57","12-May-2021 20:14","0.630","0.63","1.000","Port Kennedy","Port Kennedy","20","5.85","10.76","1.45","78.06","75.56","","","45862","45868","0.00%"
"Trip","712","12-May-2021 20:32","12-May-2021 20:35","0.176","0.18","1.000","Port Kennedy","Port Kennedy","31","1.62","10.92","0.40","88.33","84.96","","","45868","45870","0.00%"
"Trip","713","12-May-2021 22:37","12-May-2021 22:48","0.518","0.52","1.000","Port Kennedy","Port Kennedy","19","3.38","15.33","1.19","83.73","75.14","","","45870","45873","0.00%"
"Trip","714","13-May-2021 02:07","13-May-2021 02:21","0.970","0.97","1.000","Port Kennedy","","49","11.56","8.39","2.23","81.80","85.27","","","45873","45885","0.00%"
"Trip","715","13-May-2021 02:26","13-May-2021 02:39","0.903","0.90","1.000","","Port Kennedy","52","11.35","7.96","2.08","92.42","81.08","","","45885","45896","0.00%"
"Trip","716","13-May-2021 16:15","13-May-2021 16:23","0.355","0.35","1.000","Port Kennedy","Port Kennedy","14","1.73","20.56","0.82","66.19","65.82","","","45896","45898","0.00%"
"Trip","717","13-May-2021 16:30","13-May-2021 16:39","0.431","0.43","1.000","Port Kennedy","Port Kennedy","24","3.69","11.70","0.99","73.12","69.74","","","45898","45902","0.00%"
"Trip","718","13-May-2021 16:44","13-May-2021 16:53","0.386","0.39","1.000","Port Kennedy","Port Kennedy","27","3.98","9.70","0.89","82.04","72.30","","","45902","45906","0.00%"
"Trip","719","13-May-2021 17:00","13-May-2021 17:15","0.874","0.87","1.000","Port Kennedy","Port Kennedy","46","11.52","7.59","2.01","84.47","80.95","","","45906","45917","0.00%"
"Trip","720","13-May-2021 17:18","13-May-2021 17:26","0.396","0.40","1.000","Port Kennedy","Port Kennedy","30","3.85","10.30","0.91","75.79","70.73","","","45917","45921","0.00%"
